	author	list_date	num_wks_on_list	rank_last_wk	rank_this_wk	title	author_title	asin	isbn10	isbn13
192	Jan de Hartog	1952-09-28	5	9	8	THE DISTANT SHORE	Jan de Hartog**THE DISTANT SHORE	 	0848809815	9780848809812
193	Nicholas Monsarrat	1952-09-28	61	13	14	THE CRUEL SEA	Nicholas Monsarrat**THE CRUEL SEA	 	1580800467	9781580800464
194	Robert Reynolds	1952-09-28	7	14	11	THE SINNER OF SAINT AMBROSE	Robert Reynolds**THE SINNER OF SAINT AMBROSE			
195	Agnes Sligh Turnbull	1952-09-28	28	8	7	THE GOWN OF GLORY	Agnes Sligh Turnbull**THE GOWN OF GLORY	 	0006136729	9780006136729
196	Howard Spring	1952-09-28	22	4	5	THE HOUSES IN BETWEEN	Howard Spring**THE HOUSES IN BETWEEN	 	1842323474	9781842323472
197	Daphne du Maurier	1952-09-28	35	12	15	MY COUSIN RACHEL	Daphne du Maurier**MY COUSIN RACHEL	B01EYTVPNS	0316252964	9780316252966
198	Nevil Shute	1952-09-28	3	10	10	THE FAR COUNTRY	Nevil Shute**THE FAR COUNTRY	B003WUYOYS	1842322516	9781842322512
199	Barnaby Conrad	1952-09-28	14	5	6	MATADOR	Barnaby Conrad**MATADOR	B00B03G48S	0884962865	9780884962861
200	Gordon Merrick	1970-08-23	11	9	9	THE LORD WON'T MIND	Gordon Merrick**THE LORD WON'T MIND	B00MO0N36M	1555832903	9781555832902
201	Mary Stewart	1970-08-23	10	2	2	THE CRYSTAL CAVE	Mary Stewart**THE CRYSTAL CAVE	B01E2Y789U	0060548258	9780060548254
202	John Fowles	1970-08-23	41	4	4	THE FRENCH LIEUTENANT'S WOMAN	John Fowles**THE FRENCH LIEUTENANT'S WOMAN	B0081BTNOY	0099478331	9780099478331
203	Erich Segal	1970-08-23	28	1	1	LOVE STORY	Erich Segal**LOVE STORY	B005UCVVA6	0380017601	9780380017607
204	John Updike	1970-08-23	7	8	8	BECH: A BOOK	John Updike**BECH: A BOOK	B007357A58	0449459330	9780449459331
205	Gwen Bristow	1970-08-23	16	6	6	CALICO PALACE	Gwen Bristow**CALICO PALACE	B00K04NWMY	0671824716	9780671824716
206	Victoria Holt	1970-08-23	7	5	5	THE SECRET WOMAN	Victoria Holt**THE SECRET WOMAN	B00HUTVFY4	0385036019	9780385036016
207	Joan Didion	1970-08-23	1	--	10	PLAY IT AS IT LAYS	Joan Didion**PLAY IT AS IT LAYS	B014RGH39I	0374529949	9780374529949
208	Taylor Caldwell	1970-08-23	19	3	3	GREAT LION OF GOD	Taylor Caldwell**GREAT LION OF GOD	 	0449203697	9780449203699
209	James Dickey	1970-08-23	22	7	7	DELIVERANCE	James Dickey**DELIVERANCE	B001LOEG1S	038531387X	9780385313872
210	Edwin O'Connor	1956-06-24	20	1	1	THE LAST HURRAH	Edwin O'Connor**THE LAST HURRAH	 	0316626597	9780316626590
211	Patrick Dennis	1956-06-24	69	7	7	AUNTIE MAME	Patrick Dennis**AUNTIE MAME	B000FC1GPG	0767908198	9780767908191
212	Pearl S. Buck	1956-06-24	13	3	5	IMPERIAL WOMAN	Pearl S. Buck**IMPERIAL WOMAN	B00CLVB9JW	1559210354	9781559210355
213	Nelson Algren	1956-06-24	5	9	9	A WALK ON THE WILD SIDE	Nelson Algren**A WALK ON THE WILD SIDE	 	0374525323	9780374525323
214	Peter De Vries	1956-06-24	8	11	12	COMFORT ME WITH APPLES	Peter De Vries**COMFORT ME WITH APPLES	 	0316181749	9780316181747
215	John Hersey	1956-06-24	3	8	6	A SINGLE PEBBLE	John Hersey**A SINGLE PEBBLE	 	0394756975	9780394756974
216	Willi Heinrich	1956-06-24	7	15	14	THE CROSS OF IRON	Willi Heinrich**THE CROSS OF IRON	 	0304352411	9780304352418
217	MacKinlay Kantor	1956-06-24	36	2	2	ANDERSONVILLE	MacKinlay Kantor**ANDERSONVILLE	B00OQSF5XE	0452269563	9780452269569
218	Eugene Burdick	1956-06-24	3	14	11	THE NINTH WAVE	Eugene Burdick**THE NINTH WAVE	 	 	 
219	A.J. Cronin	1956-06-24	5	5	4	A THING OF BEAUTY	A.J. Cronin**A THING OF BEAUTY	 	 	 
220	Simone de Beauvoir	1956-06-24	5	4	3	THE MANDARINS	Simone de Beauvoir**THE MANDARINS	 	0007203942	9780007203949
221	Sloan Wilson	1956-06-24	48	--	16	THE MAN IN THE GRAY FLANNEL SUIT	Sloan Wilson**THE MAN IN THE GRAY FLANNEL SUIT	B004JN0FCM	1568582463	9781568582467
222	Elizabeth Goudge	1956-06-24	4	10	10	THE ROSEMARY TREE	Elizabeth Goudge**THE ROSEMARY TREE	 	0515041475	9780515041477
223	Philip Wylie	1956-06-24	1	--	15	THE ANSWER	Philip Wylie**THE ANSWER	B00OPJW8QQ	0787104736	9780787104733
224	John O'Hara	1956-06-24	31	12	13	TEN NORTH FREDERICK	John O'Hara**TEN NORTH FREDERICK	B00G3L138I	0394448146	9780394448145
225	Irwin Shaw	1956-06-24	14	6	8	LUCY CROWN	Irwin Shaw**LUCY CROWN	 	 	 
226	Thomas B. Costain	1952-09-21	10	1	1	THE SILVER CHALICE	Thomas B. Costain**THE SILVER CHALICE	B0060AY8UW	0829423508	9780829423501
227	Nicholas Monsarrat	1952-09-21	60	13	13	THE CRUEL SEA	Nicholas Monsarrat**THE CRUEL SEA	 	1580800467	9781580800464
228	Nevil Shute	1952-09-21	2	11	10	THE FAR COUNTRY	Nevil Shute**THE FAR COUNTRY	B003WUYOYS	1842322516	9781842322512
229	Pamela Hansford Johnson	1952-09-21	9	12	11	CATHERINE CARTER	Pamela Hansford Johnson**CATHERINE CARTER	 	0333084640	9780333084649
230	Ernest Hemingway	1952-09-21	4	4	3	THE OLD MAN AND THE SEA	Ernest Hemingway**THE OLD MAN AND THE SEA	B000FC0SH8	0684830493	9780684830490
231	Herman Wouk	1952-09-21	77	 2	2	THE CAINE MUTINY	Herman Wouk**THE CAINE MUTINY	B009NLFJ80	0316955108	9780316955102
232	Jan de Hartog	1952-09-21	4	8	9	THE DISTANT SHORE	Jan de Hartog**THE DISTANT SHORE	 	0848809815	9780848809812
233	John Steinbeck	1952-09-21	1	--	6	EAST OF EDEN	John Steinbeck**EAST OF EDEN	B001BC5HXG	0142000655	9780142000656
234	Daphne du Maurier	1952-09-21	34	9	12	MY COUSIN RACHEL	Daphne du Maurier**MY COUSIN RACHEL	B01EYTVPNS	0316252964	9780316252966
235	Robert Reynolds	1952-09-21	6	10	14	THE SINNER OF SAINT AMBROSE	Robert Reynolds**THE SINNER OF SAINT AMBROSE			
236	Agnes Sligh Turnbull	1952-09-21	27	7	8	THE GOWN OF GLORY	Agnes Sligh Turnbull**THE GOWN OF GLORY	 	0006136729	9780006136729
237	Howard Spring	1952-09-21	21	3	4	THE HOUSES IN BETWEEN	Howard Spring**THE HOUSES IN BETWEEN	 	1842323474	9781842323472
238	Kathleen Winsor	1952-09-21	1	--	16	THE LOVERS	Kathleen Winsor**THE LOVERS	 	 	 
239	Giovanni Guareschi	1952-09-21	6	6	7	DON CAMILLO AND HIS FLOCK	Giovanni Guareschi**DON CAMILLO AND HIS FLOCK			
240	Barnaby Conrad	1952-09-21	13	5	5	MATADOR	Barnaby Conrad**MATADOR	B00B03G48S	0884962865	9780884962861
241	Pearl Schiff	1952-09-21	1	--	15	SCOLLAY SQUARE	Pearl Schiff**SCOLLAY SQUARE	 	 	 
242	John le Carré	1968-11-17	4	4	4	A SMALL TOWN IN GERMANY	John le Carré**A SMALL TOWN IN GERMANY	B008EXK09Q	 	9780743431712
243	Allen Drury	1968-11-17	10	2	2	PRESERVE AND PROTECT	Allen Drury**PRESERVE AND PROTECT	 	0385010303	9780385010306
244	Taylor Caldwell	1968-11-17	29	7	7	TESTIMONY OF TWO MEN	Taylor Caldwell**TESTIMONY OF TWO MEN	 	044920572X	9780449205723
245	Cameron Hawley	1968-11-17	7	6	5	THE HURRICANE YEARS	Cameron Hawley**THE HURRICANE YEARS	 	9997499808	9789997499806
246	Helen MacInnes	1968-11-17	11	1	1	THE SALZBURG CONNECTION	Helen MacInnes**THE SALZBURG CONNECTION	B00A1M5EIA	0449208958	9780449208953
247	Drew Pearson	1968-11-17	12	8	9	THE SENATOR	Drew Pearson**THE SENATOR	 	 	 
248	John Updike	1968-11-17	34	5	6	COUPLES	John Updike**COUPLES	B006NKKOXO	044991190X	9780449911907
249	Charles Portis	1968-11-17	20	9	8	TRUE GRIT	Charles Portis**TRUE GRIT	B00XBMNAW4	1585673692	9781585673698
250	Arthur Hailey	1968-11-17	36	3	3	AIRPORT	Arthur Hailey**AIRPORT	B00JVCHC36	0425176088	9780425176085
251	Alexander Solzhenitsyn	1968-11-17	7	10	10	THE FIRST CIRCLE	Alexander Solzhenitsyn**THE FIRST CIRCLE	 	0810115905	9780810115903
252	John le Carré	1968-11-10	3	9	4	A SMALL TOWN IN GERMANY	John le Carré**A SMALL TOWN IN GERMANY	B008EXK09Q	 	9780743431712
253	Taylor Caldwell	1968-11-10	28	6	7	TESTIMONY OF TWO MEN	Taylor Caldwell**TESTIMONY OF TWO MEN	 	044920572X	9780449205723
254	Cameron Hawley	1968-11-10	6	5	6	THE HURRICANE YEARS	Cameron Hawley**THE HURRICANE YEARS	 	9997499808	9789997499806
255	Allen Drury	1968-11-10	9	2	2	PRESERVE AND PROTECT	Allen Drury**PRESERVE AND PROTECT	 	0385010303	9780385010306
256	Drew Pearson	1968-11-10	11	7	8	THE SENATOR	Drew Pearson**THE SENATOR	 	 	 
257	Alexander Solzhenitsyn	1968-11-10	6	10	10	THE FIRST CIRCLE	Alexander Solzhenitsyn**THE FIRST CIRCLE	 	0810115905	9780810115903
258	John Updike	1968-11-10	33	4	5	COUPLES	John Updike**COUPLES	B006NKKOXO	044991190X	9780449911907
259	Charles Portis	1968-11-10	19	8	9	TRUE GRIT	Charles Portis**TRUE GRIT	B00XBMNAW4	1585673692	9781585673698
260	Arthur Hailey	1968-11-10	35	3	3	AIRPORT	Arthur Hailey**AIRPORT	B00JVCHC36	0425176088	9780425176085
261	Helen MacInnes	1968-11-10	10	1	1	THE SALZBURG CONNECTION	Helen MacInnes**THE SALZBURG CONNECTION	B00A1M5EIA	0449208958	9780449208953
262	John Godey	1973-03-11	2	9	6	THE TAKING OF PELHAM ONE TWO THREE	John Godey**THE TAKING OF PELHAM ONE TWO THREE	B00ECDCW0M	 	 
263	Robert Crichton	1973-03-11	18	7	7	THE CAMERONS	Robert Crichton**THE CAMERONS	B00EGJ33BO	0394465822	9780394465821
264	Mary Renault	1973-03-11	18	5	8	THE PERSIAN BOY	Mary Renault**THE PERSIAN BOY	B00DCGJ6WW	0394751019	9780394751016
265	Frederick Forsyth	1973-03-11	21	2	1	THE ODESSA FILE	Frederick Forsyth**THE ODESSA FILE	 	0553271989	9780553271980
266	Anya Seton	1973-03-11	14	3	3	GREEN DARKNESS	Anya Seton**GREEN DARKNESS	B009YA4990	1556525761	9781556525766
267	John Gardner	1973-03-11	7	6	5	THE SUNLIGHT DIALOGUES	John Gardner**THE SUNLIGHT DIALOGUES	 	0811216705	9780811216708
268	Agatha Christie	1973-03-11	9	10	10	ELEPHANTS CAN REMEMBER	Agatha Christie**ELEPHANTS CAN REMEMBER	B000FC2IZS	0425067823	9780425067826
269	Aleksandr Solzhenitsyn	1973-03-11	27	8	9	AUGUST 1914	Aleksandr Solzhenitsyn**AUGUST 1914	 	0374519994	9780374519995
270	Richard Bach	1973-03-11	47	1	2	JONATHAN LIVINGSTON SEAGULL	Richard Bach**JONATHAN LIVINGSTON SEAGULL	B000SEH506	0743278909	9780743278904
271	Dan Jenkins	1973-03-11	24	4	4	SEMI-TOUGH	Dan Jenkins**SEMI-TOUGH	B00V3WCCQO	1560258594	9781560258599
272	Carl Jonas	1952-02-17	4	11	9	JEFFERSON SELLECK	Carl Jonas**JEFFERSON SELLECK	 	 	 
273	Herman Wouk	1952-02-17	46	 1	1	THE CAINE MUTINY	Herman Wouk**THE CAINE MUTINY	B009NLFJ80	0316955108	9780316955102
274	Nicholas Monsarrat	1952-02-17	29	2	3	THE CRUEL SEA	Nicholas Monsarrat**THE CRUEL SEA	 	1580800467	9781580800464
275	James Jones	1952-02-17	52	9	8	FROM HERE TO ETERNITY	James Jones**FROM HERE TO ETERNITY	B004UNGYK8	0517223007	9780517223000
276	Par Lagerkvist	1952-02-17	6	--	15	BARABBAS	Par Lagerkvist**BARABBAS	B005IEH84Y	 	9780679725442
277	John Marquand	1952-02-17	20	6	6	MELVILLE GOODWIN, USA	John Marquand**MELVILLE GOODWIN, USA	 	1199796158	9781199796158
278	Francis Van Wyck Mason	1952-02-17	2	12	13	HIMALAYAN ASSIGNMENT	Francis Van Wyck Mason**HIMALAYAN ASSIGNMENT			
279	Daphne du Maurier	1952-02-17	3	8	2	MY COUSIN RACHEL	Daphne du Maurier**MY COUSIN RACHEL	B01EYTVPNS	0316252964	9780316252966
280	J.D. Salinger	1952-02-17	29	--	12	THE CATCHER IN THE RYE	J.D. Salinger**THE CATCHER IN THE RYE	 	0316769177	9780316769174
281	Daphne Rooke	1952-02-17	2	14	14	MITTEE	Daphne Rooke**MITTEE	B00514OYWA	0451010213	9780451010216
282	Harold Lenoir Davis	1952-02-17	6	16	16	WINDS OF MORNING	Harold Lenoir Davis**WINDS OF MORNING			
283	Irving Stone	1952-02-17	21	3	5	THE PRESIDENT'S LADY	Irving Stone**THE PRESIDENT'S LADY	B00BY92NBA	1558534318	9781558534315
284	Erich Maria Remarque	1952-02-17	3	5	4	SPARK OF LIFE	Erich Maria Remarque**SPARK OF LIFE	B00FO60F3M	0449912515	9780449912515
285	Graham Greene	1952-02-17	17	4	7	THE END OF THE AFFAIR	Graham Greene**THE END OF THE AFFAIR	 	0099478447	9780099478447
286	Mary Roberts Rinehart	1952-02-17	4	10	10	THE SWIMMING POOL	Mary Roberts Rinehart**THE SWIMMING POOL	 	0758205376	9780758205377
287	Sholem Asch	1952-02-17	21	7	11	MOSES	Sholem Asch**MOSES	B00H2AQO8I	999740629X	9789997406293
288	Elizabeth Goudge	1954-01-03	10	--	16	THE HEART OF THE FAMILY	Elizabeth Goudge**THE HEART OF THE FAMILY	 	0899661041	9780899661049
289	Ben Ames Williams	1954-01-03	19	13	11	THE UNCONQUERED	Ben Ames Williams**THE UNCONQUERED	 	9997410270	9789997410276
290	Harnett T. Kane	1954-01-03	14	7	5	THE LADY OF ARLINGTON	Harnett T. Kane**THE LADY OF ARLINGTON	 	0385042493	9780385042499
291	Paul Wellman	1954-01-03	14	9	6	THE FEMALE	Paul Wellman**THE FEMALE	 	 	 
292	Thomas B. Costain	1954-01-03	67	12	12	THE SILVER CHALICE	Thomas B. Costain**THE SILVER CHALICE	B0060AY8UW	0829423508	9780829423501
293	Leon Uris	1954-01-03	36	6	7	BATTLE CRY	Leon Uris**BATTLE CRY	B0018ND8AC	006075186X	9780060751869
294	William E. Barrett	1954-01-03	9	15	14	THE SHADOWS OF THE IMAGES	William E. Barrett**THE SHADOWS OF THE IMAGES			
295	Charles Bracelen Flood	1954-01-03	9	14	13	LOVE IS A BRIDGE	Charles Bracelen Flood**LOVE IS A BRIDGE	 	 	9780515035353
296	Alan Paton	1954-01-03	20	11	15	TOO LATE THE PHALAROPE	Alan Paton**TOO LATE THE PHALAROPE	B005UDICHA	0684818957	9780684818955
297	Ernest K. Gann	1954-01-03	37	3	3	THE HIGH AND THE MIGHTY	Ernest K. Gann**THE HIGH AND THE MIGHTY	 	0671827634	9780671827632
298	Lloyd C. Douglas	1954-01-03	172	5	9	THE ROBE	Lloyd C. Douglas**THE ROBE	B0089YADSS	0395957753	9780395957752
299	Annemarie Selinko	1954-01-03	51	8	10	DESIREE	Annemarie Selinko**DESIREE	 	8493388335	9788493388331
300	Andre Soubiran	1954-01-03	7	10	8	THE DOCTORS	Andre Soubiran**THE DOCTORS	 	 	 
301	A.J. Cronin	1954-01-03	25	2	2	BEYOND THIS PLACE	A.J. Cronin**BEYOND THIS PLACE	 	0884115259	9780884115250
302	James Hilton	1954-01-03	20	4	4	TIME AND TIME AGAIN	James Hilton**TIME AND TIME AGAIN	 	0848828070	9780848828073
303	Samuel Shellabarger	1954-01-03	11	1	1	LORD VANITY	Samuel Shellabarger**LORD VANITY	 	 	 
304	Carl Jonas	1952-02-10	3	10	11	JEFFERSON SELLECK	Carl Jonas**JEFFERSON SELLECK	 	 	 
305	Herman Wouk	1952-02-10	45	 1	1	THE CAINE MUTINY	Herman Wouk**THE CAINE MUTINY	B009NLFJ80	0316955108	9780316955102
306	Nicholas Monsarrat	1952-02-10	28	2	2	THE CRUEL SEA	Nicholas Monsarrat**THE CRUEL SEA	 	1580800467	9781580800464
307	Ann Bridge	1952-02-10	5	14	15	THE DARK MOMENT	Ann Bridge**THE DARK MOMENT	 	 	 
308	James Jones	1952-02-10	51	8	9	FROM HERE TO ETERNITY	James Jones**FROM HERE TO ETERNITY	B004UNGYK8	0517223007	9780517223000
309	John Marquand	1952-02-10	19	5	6	MELVILLE GOODWIN, USA	John Marquand**MELVILLE GOODWIN, USA	 	1199796158	9781199796158
310	Francis Van Wyck Mason	1952-02-10	1	--	12	HIMALAYAN ASSIGNMENT	Francis Van Wyck Mason**HIMALAYAN ASSIGNMENT			
311	Daphne du Maurier	1952-02-10	2	11	8	MY COUSIN RACHEL	Daphne du Maurier**MY COUSIN RACHEL	B01EYTVPNS	0316252964	9780316252966
312	Mary Roberts Rinehart	1952-02-10	3	9	10	THE SWIMMING POOL	Mary Roberts Rinehart**THE SWIMMING POOL	 	0758205376	9780758205377
313	Daphne Rooke	1952-02-10	1	--	14	MITTEE	Daphne Rooke**MITTEE	B00514OYWA	0451010213	9780451010216
314	Harold Lenoir Davis	1952-02-10	5	13	16	WINDS OF MORNING	Harold Lenoir Davis**WINDS OF MORNING			
315	Irving Stone	1952-02-10	20	3	3	THE PRESIDENT'S LADY	Irving Stone**THE PRESIDENT'S LADY	B00BY92NBA	1558534318	9781558534315
316	Paul I. Wellman	1952-02-10	28	 --	13	THE IRON MISTRESS	Paul I. Wellman**THE IRON MISTRESS	 	 	 
317	Erich Maria Remarque	1952-02-10	2	6	5	SPARK OF LIFE	Erich Maria Remarque**SPARK OF LIFE	B00FO60F3M	0449912515	9780449912515
318	Graham Greene	1952-02-10	16	4	4	THE END OF THE AFFAIR	Graham Greene**THE END OF THE AFFAIR	 	0099478447	9780099478447
319	Sholem Asch	1952-02-10	20	7	7	MOSES	Sholem Asch**MOSES	B00H2AQO8I	999740629X	9789997406293
320	James Jones	1967-06-25	6	--	10	GO TO THE WIDOW-MAKER	James Jones**GO TO THE WIDOW-MAKER	B004UNGYLM	1453218475	9781453218471
321	Elia Kazan	1967-06-25	20	1	2	THE ARRANGEMENT	Elia Kazan**THE ARRANGEMENT	 	0812810147	9780812810141
322	Ira Levin	1967-06-25	5	8	8	ROSEMARY'S BABY	Ira Levin**ROSEMARY'S BABY	B00T5PI5Z8	0451194004	9780451194008
323	Gore Vidal	1967-06-25	8	3	3	WASHINGTON, D.C.	Gore Vidal**WASHINGTON, D.C.	 	0375708774	9780375708770
324	Irving Wallace	1967-06-25	5	5	5	THE PLOT	Irving Wallace**THE PLOT	 	0671584006	9780671584009
325	Thornton Wilder	1967-06-25	13	2	1	THE EIGHTH DAY	Thornton Wilder**THE EIGHTH DAY	B00G2A7XYI	0060088915	9780060088910
326	Robert Crichton	1967-06-25	43	7	7	THE SECRET OF SANTA VITTORIA	Robert Crichton**THE SECRET OF SANTA VITTORIA	B00EGJE41C	0881842672	9780881842678
327	Chaim Potok	1967-06-25	7	4	4	THE CHOSEN	Chaim Potok**THE CHOSEN	B01BCEPO58	0449213447	9780449213445
328	Louis Auchincloss	1967-06-25	13	6	6	TALES OF MANHATTAN	Louis Auchincloss**TALES OF MANHATTAN	 	0395073685	9780395073681
329	Herbert Gold	1967-06-25	11	10	9	FATHERS	Herbert Gold**FATHERS	 	0877955492	9780877955498
330	Edwin O'Connor	1957-01-06	48	8	7	THE LAST HURRAH	Edwin O'Connor**THE LAST HURRAH	 	0316626597	9780316626590
331	Patrick Dennis	1957-01-06	97	6	6	AUNTIE MAME	Patrick Dennis**AUNTIE MAME	B000FC1GPG	0767908198	9780767908191
332	Nicholas Monsarrat	1957-01-06	11	3	3	THE TRIBE THAT LOST ITS HEAD	Nicholas Monsarrat**THE TRIBE THAT LOST ITS HEAD	B005PNSYAA	0330400207	9780330400206
333	Virginia Rowans	1957-01-06	17	12	15	THE LOVING COUPLE	Virginia Rowans**THE LOVING COUPLE	 	 	 
334	Rebecca West	1957-01-06	5	4	4	THE FOUNTAIN OVERFLOWS	Rebecca West**THE FOUNTAIN OVERFLOWS	B00BBPW0UG	1590170342	9781590170342
335	Guy Endore	1957-01-06	14	7	8	KING OF PARIS	Guy Endore**KING OF PARIS	 	 	 
336	Richard Powell	1957-01-06	1	--	14	THE PHILADELPHIAN	Richard Powell**THE PHILADELPHIAN	B005OC4GKO	0937548642	9780937548646
337	Mika Waltari	1957-01-06	1	--	11	THE ETRUSCAN	Mika Waltari**THE ETRUSCAN	B01KUGU5JY	9997408950	9789997408952
338	Grace Metalious	1957-01-06	17	1	1	PEYTON PLACE	Grace Metalious**PEYTON PLACE	B004P1JFIS	1555534007	9781555534004
339	Paul Wellman	1957-01-06	13	10	9	JERICHO'S DAUGHTERS	Paul Wellman**JERICHO'S DAUGHTERS	 	999751937X	9789997519375
340	A.B. Guthrie Jr	1957-01-06	6	11	10	THESE THOUSAND HILLS	A.B. Guthrie Jr**THESE THOUSAND HILLS			
341	Mary Renault	1957-01-06	3	13	13	THE LAST OF THE WINE	Mary Renault**THE LAST OF THE WINE	B00DCGJ6XQ	0375726810	9780375726811
342	William Brinkley	1957-01-06	27	2	2	DON'T GO NEAR THE WATER	William Brinkley**DON'T GO NEAR THE WATER	 	1591140935	9781591140931
343	Honor Tracy	1957-01-06	11	15	16	THE STRAIGHT AND NARROW PATH	Honor Tracy**THE STRAIGHT AND NARROW PATH	 	9997410343	9789997410344
344	Meyer Levin	1957-01-06	10	5	5	COMPULSION	Meyer Levin**COMPULSION	B00P9SRNSA	1941493025	9781941493021
345	Hammond Innes	1957-01-06	5	14	12	THE WRECK OF THE MARY DEARE	Hammond Innes**THE WRECK OF THE MARY DEARE	 	0006154018	9780006154013
346	Herman Wouk	1951-10-21	29	 1	1	THE CAINE MUTINY	Herman Wouk**THE CAINE MUTINY	B009NLFJ80	0316955108	9780316955102
347	Nicholas Monsarrat	1951-10-21	12	2	2	THE CRUEL SEA	Nicholas Monsarrat**THE CRUEL SEA	 	1580800467	9781580800464
348	William Faulkner	1951-10-21	4	10	11	REQUIEM FOR A NUN	William Faulkner**REQUIEM FOR A NUN	 	0394714121	9780394714127
349	James Jones	1951-10-21	35	4	4	FROM HERE TO ETERNITY	James Jones**FROM HERE TO ETERNITY	B004UNGYK8	0517223007	9780517223000
350	John Marquand	1951-10-21	3	3	3	MELVILLE GOODWIN, USA	John Marquand**MELVILLE GOODWIN, USA	 	1199796158	9781199796158
351	William Styron	1951-10-21	6	12	10	LIE DOWN IN DARKNESS	William Styron**LIE DOWN IN DARKNESS	B003JBFCFU	0679735976	9780679735977
352	J.D. Salinger	1951-10-21	15	5	5	THE CATCHER IN THE RYE	J.D. Salinger**THE CATCHER IN THE RYE	 	0316769177	9780316769174
353	Mazo de la Roche	1951-10-21	1	--	14	RENNY'S DAUGHTER	Mazo de la Roche**RENNY'S DAUGHTER	B004QO9VWE	1554887925	9781554887927
354	Thomas Mann	1951-10-21	6	11	12	THE HOLY SINNER	Thomas Mann**THE HOLY SINNER	 	0749386975	9780749386979
355	Truman Capote	1951-10-21	1	--	16	THE GRASS HARP	Truman Capote**THE GRASS HARP	B007OLYT5U	0679745572	9780679745570
356	Nancy Mitford	1951-10-21	2	9	9	THE BLESSING	Nancy Mitford**THE BLESSING	B003F3PLEO	0786705213	9780786705214
357	Paul I. Wellman	1951-10-21	13	 6	6	THE IRON MISTRESS	Paul I. Wellman**THE IRON MISTRESS	 	 	 
358	Irving Stone	1951-10-21	4	7	8	THE PRESIDENT'S LADY	Irving Stone**THE PRESIDENT'S LADY	B00BY92NBA	1558534318	9781558534315
359	Sholem Asch	1951-10-21	4	8	7	MOSES	Sholem Asch**MOSES	B00H2AQO8I	999740629X	9789997406293
360	Louis Bromfield	1951-10-21	9	13	13	MR.SMITH	Louis Bromfield**MR.SMITH			
361	Frank G. Slaughter	1951-10-21	8	14	15	THE ROAD TO BITHYNIA	Frank G. Slaughter**THE ROAD TO BITHYNIA	B009G6R0IY	0671810510	9780671810511
362	Herman Wouk	1951-10-28	30	 1	1	THE CAINE MUTINY	Herman Wouk**THE CAINE MUTINY	B009NLFJ80	0316955108	9780316955102
363	Nicholas Monsarrat	1951-10-28	13	2	2	THE CRUEL SEA	Nicholas Monsarrat**THE CRUEL SEA	 	1580800467	9781580800464
364	William Faulkner	1951-10-28	5	11	11	REQUIEM FOR A NUN	William Faulkner**REQUIEM FOR A NUN	 	0394714121	9780394714127
365	James Jones	1951-10-28	36	4	4	FROM HERE TO ETERNITY	James Jones**FROM HERE TO ETERNITY	B004UNGYK8	0517223007	9780517223000
366	John Marquand	1951-10-28	4	3	3	MELVILLE GOODWIN, USA	John Marquand**MELVILLE GOODWIN, USA	 	1199796158	9781199796158
367	William Styron	1951-10-28	7	10	14	LIE DOWN IN DARKNESS	William Styron**LIE DOWN IN DARKNESS	B003JBFCFU	0679735976	9780679735977
368	J.D. Salinger	1951-10-28	16	5	5	THE CATCHER IN THE RYE	J.D. Salinger**THE CATCHER IN THE RYE	 	0316769177	9780316769174
369	Thomas Mann	1951-10-28	7	12	10	THE HOLY SINNER	Thomas Mann**THE HOLY SINNER	 	0749386975	9780749386979
370	Nancy Mitford	1951-10-28	3	9	8	THE BLESSING	Nancy Mitford**THE BLESSING	B003F3PLEO	0786705213	9780786705214
371	Sholem Asch	1951-10-28	5	7	6	MOSES	Sholem Asch**MOSES	B00H2AQO8I	999740629X	9789997406293
372	Mika Waltari	1951-10-28	1	--	12	THE WANDERER	Mika Waltari**THE WANDERER	B017JEO2NA	9997519329	9789997519320
373	Angela Thirkell	1951-10-28	1	--	13	THE DUKE'S DAUGHTER	Angela Thirkell**THE DUKE'S DAUGHTER	 	1559212144	9781559212144
374	Paul I. Wellman	1951-10-28	14	 6	9	THE IRON MISTRESS	Paul I. Wellman**THE IRON MISTRESS	 	 	 
375	Irving Stone	1951-10-28	5	8	7	THE PRESIDENT'S LADY	Irving Stone**THE PRESIDENT'S LADY	B00BY92NBA	1558534318	9781558534315
376	Graham Greene	1951-10-28	1	--	15	THE END OF THE AFFAIR	Graham Greene**THE END OF THE AFFAIR	 	0099478447	9780099478447
377	Louis Bromfield	1951-10-28	10	13	16	MR.SMITH	Louis Bromfield**MR.SMITH			
378	Elizabeth Goudge	1958-05-18	19	8	13	THE WHITE WITCH	Elizabeth Goudge**THE WHITE WITCH	B01BH7CLA6	0515041602	9780515041606
379	Edna Ferber	1958-05-18	10	3	2	ICE PALACE	Edna Ferber**ICE PALACE	B00B3GMNMS	0899682782	9780899682785
380	Peter De Vries	1958-05-18	7	9	8	THE MACKEREL PLAZA	Peter De Vries**THE MACKEREL PLAZA	 	0140019367	9780140019360
381	Robert Lewis Taylor	1958-05-18	6	11	10	THE TRAVELS OF JAIMIE McPHEETERS	Robert Lewis Taylor**THE TRAVELS OF JAIMIE McPHEETERS	B004J4WLBE	0385422229	9780385422222
382	Rumer Godden	1958-05-18	8	7	7	THE GREENGAGE SUMMER	Rumer Godden**THE GREENGAGE SUMMER	 	033032778X	9780330327787
