	author	isbn10	isbn13	list_date	num_wks_on_list	rank_last_wk	rank_this_wk	title	asin	author_title
4178	Robert Goolrick	1565129776	9781565129771	2010-07-18	28	10	13	A RELIABLE WIFE		Robert Goolrick**A RELIABLE WIFE
4179	Sara Gruen	1565125606	9781565125605	2010-07-18	86	12	12	WATER FOR ELEPHANTS		Sara Gruen**WATER FOR ELEPHANTS
4180	Howard Jacobson	1608196119	9781608196111	2010-10-31	3	9	3	THE FINKLER QUESTION		Howard Jacobson**THE FINKLER QUESTION
4181	Stieg Larsson	030745455X	9780307454553	2010-10-31	32	2	2	THE GIRL WHO PLAYED WITH FIRE		Stieg Larsson**THE GIRL WHO PLAYED WITH FIRE
4182	Ntozake Shange	0684843269	9780684843261	2010-10-31	1	0	9	FOR COLORED GIRLS WHO HAVE CONSIDERED SUICIDE/WHEN THE RAINBOW IS ENUF		Ntozake Shange**FOR COLORED GIRLS WHO HAVE CONSIDERED SUICIDE/WHEN THE RAINBOW IS ENUF
4183	Stieg Larsson	0307454541	9780307454546	2010-10-31	71	1	1	THE GIRL WITH THE DRAGON TATTOO		Stieg Larsson**THE GIRL WITH THE DRAGON TATTOO
4184	Karen Kingsbury	0310266955	9780310266952	2010-10-31	3	11	11	UNLOCKED		Karen Kingsbury**UNLOCKED
4185	Paulo Coelho	0061122416	9780061122415	2010-10-31	152	10	10	THE ALCHEMIST		Paulo Coelho**THE ALCHEMIST
4186	Chris Cleave	1416589643	9781416589648	2010-10-31	37	3	4	LITTLE BEE		Chris Cleave**LITTLE BEE
4187	Tatiana de Rosnay	0312370849	9780312370848	2010-10-31	90	7	8	SARAH’S KEY		Tatiana de Rosnay**SARAH’S KEY
